33;1;[['282.078100', '405.803402', '307.735494', '423.886488', '0.41'], ['313.217518', '405.803402', '323.000959', '423.886488', 'A'], ['326.096400', '407.472840', '335.668704', '421.711512', 'M']]
34;1;[['414.804500', '427.532402', '433.131210', '445.615488', '0.1'], ['440.599685', '427.532402', '450.438233', '445.615488', 'D'], ['462.161814', '427.532402', '468.569263', '445.615488', 'F']]
35;1;[['189.955100', '448.206602', '208.281810', '466.289688', '0.3']]
36;1;[['354.356412', '462.638677', '365.104395', '480.721763', 'C']]
37;1;[['43.529200', '481.527500', '55.716688', '502.032500', 'C']]
38;1;[['567.944200', '481.527500', '580.131688', '502.032500', 'C']]
39;1;[['215.324300', '518.987700', '313.902201', '551.795700', 'SECTION'], ['320.549300', '530.377002', '344.511813', '548.460088', 'A-A']]
40;1;[['243.600279', '553.645582', '283.919007', '571.728668', 'SCALE'], ['290.573800', '553.652002', '297.904484', '571.735088', '1'], ['301.569826', '553.652002', '305.235168', '571.735088', ':'], ['308.900510', '553.652002', '316.231194', '571.735088', '2']]
41;1;[['45.314200', '623.262500', '53.918371', '643.767500', 'B']]
42;1;[['569.729200', '623.262500', '578.333371', '643.767500', 'B']]
43;1;[['58.374511', '658.940427', '77.065380', '666.690360', 'UNLESS'], ['78.593078', '658.940427', '108.049534', '666.690360', 'OTHERWISE'], ['109.577232', '658.940427', '136.783504', '666.690360', 'SPECIFIED:'], ['58.374511', '666.027052', '91.485614', '673.776985', 'DIMENSIONS'], ['93.015263', '666.027052', '103.413563', '673.776985', 'ARE'], ['104.943213', '666.027052', '110.277656', '673.776985', 'IN'], ['111.807305', '666.027052', '143.929935', '673.776985', 'MILLIMETERS'], ['58.374511', '673.113677', '82.216538', '680.863610', 'SURFACE'], ['83.740359', '673.113677', '100.986496', '680.863610', 'FINISH:'], ['58.374511', '680.200302', '94.376732', '687.950235', 'TOLERANCES:'], ['62.962992', '687.286927', '82.774627', '695.036860', 'LINEAR:'], ['62.988220', '694.373552', '91.264538', '702.123485', 'ANGULAR:']]
44;1;[['97.294256', '708.320030', '113.608234', '716.069963', 'NAME']]
45;1;[['287.176121', '658.707986', '307.777860', '666.457919', 'DEBURR'], ['309.310678', '658.707986', '321.617492', '666.457919', 'AND'], ['287.176121', '665.794611', '304.083607', '673.544544', 'BREAK'], ['305.620147', '665.794611', '322.927022', '673.544544', 'SHARP'], ['287.176121', '672.881236', '304.836568', '680.631169', 'EDGES']]
46;1;[['154.123319', '658.946097', '171.172545', '666.696030', 'FINISH:']]
47;1;[['141.832276', '708.149951', '171.140613', '715.899884', 'SIGNATURE']]
48;1;[['190.537233', '708.110266', '204.160515', '715.860199', 'DATE']]
49;1;[['375.923343', '662.880591', '384.890464', '670.630524', 'DO'], ['386.430385', '662.880591', '397.743523', '670.630524', 'NOT'], ['399.283444', '662.880591', '416.233693', '670.630524', 'SCALE'], ['417.773614', '662.880591', '444.952942', '670.630524', 'DRAWING']]
50;1;[['491.327613', '663.441851', '515.579365', '671.191785', 'REVISION']]
51;1;[['340.416517', '708.110266', '353.322274', '715.860199', 'TITLE:']]
52;1;[['58.516600', '719.984842', '76.896901', '727.734775', 'DRAWN']]
53;1;"[['59.355300', '731.955342', '76.058308', '739.705275', ""CHK'D""]],[['57.830258', '743.566068', '77.580534', '751.316001', ""APPV'D""]]"
54;1;[['44.054200', '748.797500', '55.158362', '769.302500', 'A']]
55;1;[['59.876876', '755.896796', '72.534600', '763.646729', 'MFG']]
56;1;[['214.439001', '766.475710', '241.741674', '774.225643', 'MATERIAL:']]
57;1;[['60.971050', '767.836342', '71.445963', '775.586275', 'Q.A']]
58;1;[['109.274200', '810.342500', '117.586701', '830.847500', '4']]
59;1;[['214.349700', '803.425560', '236.343054', '811.168248', 'WEIGHT:']],[['236.834200', '810.342500', '245.146701', '830.847500', '3']]
60;1;[['340.025335', '766.475710', '354.325876', '774.225643', 'DWG'], ['355.863628', '766.475710', '366.333667', '774.225643', 'NO.']],[['321.383700', '767.525000', '555.208596', '800.333000', 'Aufspannung_Ecken']],[['541.052100', '769.293000', '555.153496', '784.330000', 'A4']]
61;1;[['340.365493', '803.569940', '366.190303', '811.319873', 'SCALE:1:5']]
62;1;[['378.569200', '810.342500', '386.881701', '830.847500', '2']]
63;1;[['466.235292', '803.569940', '480.946168', '811.319873', 'SHEET'], ['482.467225', '803.569940', '485.509340', '811.319873', '1'], ['487.030398', '803.569940', '494.465458', '811.319873', 'OF'], ['495.986515', '803.569940', '499.028630', '811.319873', '1']]
64;1;[['506.129200', '810.342500', '514.441701', '830.847500', '1']]
65;1;[['568.469200', '748.797500', '579.573363', '769.302500', 'A']]
